NBC,BOX NO.,REV,6 DIGIT,LENGTH,WIDTH,DEPTH,STYLE,TEST,PRINTING,COMENT,PZS X HOJA,MEDIDA CORTE A CORTE,ANCHO  CM,LARGO CM,TAPA CM,ALTURA CM,FONDO CM,MATERIAL,OUT/LENGTH,OUT/WIDTH,OUT/DEPTH,CUBE/1,CUBE/12,CUBE/6,CUBE/4,GIR&LNTH/84,SQ FT OF ITEM,LB PER SQ FT,ITEM WT/LB,T/B FLAT DIM,L/R FLAT DIM
NCB,G2-BALD PF7928,A,024446,4.5625,4.5625,7.25,TTAB,.018CCNB,BALDWIN PF7928 (MEXICO),NA,2,52X76,NA,NA,NA,NA,NA,NA,11.58875,11.58875,18.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,G2-BALD PF7930,A,024441,4.5625,4.5625,7.25,TTAB,.018CCNB,BALDWIN PF7930 (MEXICO),NA,2,52X76,NA,NA,NA,NA,NA,NA,11.58875,11.58875,18.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,G2-BALD PF9814,A,024440,4.5625,4.5625,7.25,TTAB,.018CCNB,BALDWIN PF9814 (MEXICO),NA,2,52X76,NA,NA,NA,NA,NA,NA,11.58875,11.58875,18.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,G3-BALD P20-HD,A,24402,4.5625,4.5625,9.25,TTAB,.018CCNB,BALDWIN P20-HD (MEXICO),NA,2,52X86,NA,NA,NA,NA,NA,NA,11.58875,11.58875,23.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,G3-BALD P40019,A,24064,4.5625,4.5625,9.25,TTAB,.018CCNB,BALDWIN P40019 (MEXICO),NA,2,52X86,NA,NA,NA,NA,NA,NA,11.58875,11.58875,23.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,G3-BALD PF7890,A,24057,4.5625,4.5625,9.25,TTAB,.018CCNB,BALDWIN PF7890 (MEXICO),NA,2,52X86,NA,NA,NA,NA,NA,NA,11.58875,11.58875,23.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB279,C1/2P-U6,b,366255,12.1875,8.0625,4.4375,RSC,200 OR 32ECT,PLAIN,NA,NA,NA,32.8712,108.8698,10.5,11.8712,10.5,NA,12.4375,8.3125,4.9375,0.295411993,0.024617666,0.049235332,0.073852998,38.9375,3.861436632,0.122,0.471095269,13.5,20.25
NCB279,C2P-U6,b,116459,12.1875,8.0625,5.5625,RSC,200 OR 32ECT,PLAIN,NA,NA,NA,35.7287,108.8698,10.5,14.7287,10.5,NA,12.4375,8.3125,6.0625,0.362721055,0.030226755,0.060453509,0.090680264,41.1875,4.195421007,0.122,0.511841363,14.625,20.25
NCB279,C2-10,a,455571,19.875,8.125,5.5625,RSC,200 OR 32ECT,PLAIN,NA,NA,NA,35.9287,149.24,10.6,14.7287,10.6,NA,20.125,8.375,6.0625,0.591328374,0.049277364,0.098554729,0.147832093,49,5.767469618,0.122,0.703631293,14.6875,28
NCB279,C2-PS,c,128082,15.875,11.875,5.5625,PS-12 CELL,150 OR 26ECT,PLAIN,NA,NA,NA,42.38,70.36,NA,NA,NA,NA,16.125,12.125,5.5625,0.629372491,0.052447708,0.104895415,0.157343123,51.5,4.609483507,0.299333333,1.379772063,NA,NA
NCB279,C3P-U6,a,403197,12.1875,8.0625,5.9375,RSC,200 OR 32ECT,PLAIN,NA,NA,NA,36.6812,108.8698,10.5,15.6812,10.5,NA,12.4375,8.3125,6.4375,0.385157409,0.032096451,0.064192901,0.096289352,41.9375,4.306749132,0.122,0.525423394,15,20.25
NCB279,G1P-U6,A,004474,14,9.3125,5.375,RSC,200 OR 32ECT,PLAIN,NA,NA,NA,38.4525,124.4274,12.1,14.2525,12.1,NA,14.25,9.5625,5.875,0.463287354,0.038607279,0.077214559,0.115821838,45.125,5.156629774,0.122,0.629108832,15.6875,23.3125
NCB279,1E-6,a,114880,14.625,9.875,10.125,RSC,200 OR 32ECT,PLAIN,NA,NA,NA,51.9175,130.46,12.8,26.3175,12.8,NA,14.875,10.125,10.625,0.926055908,0.077171326,0.154342651,0.231513977,56.375,7.297092014,0.122,0.890245226,21,24.5
NCB279,3-PS,a,371682,17.375,12.875,5.125,PS-12 CELL,200 OR 32ECT,PLAIN,NA,NA,NA,39.05,76.83,NA,NA,NA,NA,17.625,13.125,5.125,0.686086019,0.057173835,0.11434767,0.171521505,54.125,5.036024306,0.299333333,1.507449942,NA,NA
NCB279,7-12,a,116572,18.125,13.375,7.5,RSC,200 OR 32ECT,PLAIN,NA,NA,NA,54.25,166.02,17.3,19.65,17.3,NA,18.375,13.625,8,1.159071181,0.096589265,0.19317853,0.289767795,61.625,9.680555556,0.122,1.181027778,21.875,31.5
NCB279,7B-O6,a,345834,13.375,9.0625,5.75,RSC,200 OR 32ECT,PLAIN,NA,NA,NA,38.805,119.9824,11.8,15.205,11.8,NA,13.625,9.3125,6.25,0.45892221,0.038243517,0.076487035,0.114730552,44.75,5.012098524,0.122,0.61147602,15.8125,22.4375
NCB279,18B-A,a,429947,4.1875,4.1875,6.5,TTAB,200 OR 32ECT,PLAIN,NA,NA,NA,36.5319,44.0636,NA,NA,NA,NA,4.375,4.375,6.9375,0.076844957,0.006403746,0.012807493,0.019211239,24.4375,1.43500434,0.122,0.17507053,11.6875,8.375
NCB279,18C-O6,B,456658,13.625,9.125,6.5,RSC,200 OR 32ECT,PLAIN,NA,NA,NA,40.91,121.57,11.9,17.11,11.9,NA,13.875,9.375,7,0.526936849,0.043911404,0.087822808,0.131734212,46.625,5.348524306,0.122,0.652519965,16.625,22.75
NCB279,21E-A,a,406333,4.5,4.5,8.75,TTAB,200 OR 32ECT,PLAIN,NA,NA,NA,43.4012,4722,NA,NA,NA,NA,4.6875,4.6875,9.1875,0.116825104,0.009735425,0.019470851,0.029206276,32.4375,1.886393229,0.122,0.230139974,14.25,9
NCB279,275-8P,a,115860,39.25,7.6875,0,PARTITION STRIP,125 OR 23ECT,PLAIN/UNASSEMBLED,NA,NA,NA,99.695,19.5262,NA,NA,NA,NA,39.25,7.6875,0.125,0.02182685,0.001818904,0.003637808,0.005456713,54.875,2.58835178,0.299333333,0.774779966,NA,NA
NCB279,276-8P,a,120944,39.25,11.5,0,PARTITION STRIP,125 OR 23ECT,PLAIN/UNASSEMBLED,NA,NA,NA,99.695,29.21,NA,NA,NA,NA,39.25,11.5,0.125,0.032651548,0.002720962,0.005441925,0.008162887,62.5,4.142144097,0.299333333,1.2398818,NA,NA
CAPLE,N=CTNF1BALDNOPG,NA,016686,5.125,5.125,7.125,TTFFAB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,13.0175,13.0175,18.0975,1,45.64x53.65,48.5,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNC3BALDPF7779,NA,016698,3.875,3.875,5.8125,TTAB,NA,BALDWIN PF7779,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,14.76375,2,40.82x61.50,44,63.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNC4-1/2BALDPF7761,NA,016699,3.875,3.875,8.375,TTAB,NA,BALDWIN  PF7761,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,21.2725,2,40.8X74.6,44,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNJ2BALD,NA,016700,2.5,2.5,4,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,6.35,6.35,10.16,4,39.72x54.02,41,56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNC4BALDPF7812KIT,NA,016705,3.875,3.875,7.25,TTAB,NA,BALDWIN PF7812 KIT,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,18.415,2,40.8X68.85,44,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNC5BALD,NA,016709,3.875,3.875,9.5,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,24.13,2,40.98X77.19,44,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,CTNC5BALDPT189,NA,016710,3.875,3.875,9.5,TTAB,NA,BALDWIN PT189,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,24.13,2,NA,44,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNC4BALDP7235,NA,016712,3.875,3.875,7.25,TTAB,NA,BALDWIN P7235,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,18.415,2,40.8X68.85,44,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNC5BALDP7188,NA,016717,3.875,3.875,9.5,TTAB,NA,BALDWIN P7188,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,24.13,2,NA,44,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNC4BALD,NA,016722,3.875,3.875,7.25,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,18.415,2,40.98x65.76,44,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,CTNG1BALDPF7889-30,NA,016724,4.5625,4.5625,5.25,TTAB,NA,BALDWIN PF7889-30,BLACKPMS 186 RED AQUEOUS COATING,11.58875,11.58875,13.335,2,NA,52,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNP3-3/4-6DBALD,NA,016727,6.75,3.75,6.75,MSTE,NA,BALDWIN,BLACKPMS 186 RED AQUEOUS COATING,17.145,9.525,17.145,1,40.2x55.84,43,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNC4-1/2BALD,NA,016728,3.875,3.875,8.375,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,21.2725,2,40.98X71.47,44,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNG2-1/2BALD,NA,016730,4.5625,4.5625,8.25,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,11.58875,11.58875,20.955,2,47.9x75.59,51,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNB3BALD,NA,016733,3.4375,3.4375,7.625,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,8.73125,8.73125,19.3675,2,36.54x64.51,39.5,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNG2BALD,NA,016739,4.5625,4.5625,7.25,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,11.58875,11.58875,18.415,2,47.96x70.51,51,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNA1/4BALD,NA,016741,3.0625,3.0625,3.75,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,7.77875,7.77875,9.525,2,32.72x42.36,36,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,CTNC4BALDPF7755,NA,016742,3.875,3.875,7.25,TTAB,NA,BALDWIN PF7755,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,18.415,2,40.8X68.85,44,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNA1-1/2BALD,NA,016743,3.0625,3.0625,5.1875,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,7.77875,7.77875,13.17625,2,32.72x49.70,36,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNA1BALD,NA,016745,3.0625,3.0625,4.5,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,7.77875,7.77875,11.43,2,32.72x46.16,36,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,CTNG2BALDPF9814,NA,016747,4.5625,4.5625,7.25,TTAB,NA,BALDWIN PF9814,BLACKPMS 186 RED AQUEOUS COATING,11.58875,11.58875,18.415,2,NA,52,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNB1BALD,NA,16749,3.4375,3.4375,4.375,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,8.73125,8.73125,11.1125,2,36.54x47.99,39.5,50.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNC2BALD,NA,16752,3.875,3.875,5.4375,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,13.81125,2,40.98x56.56,44,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,CTNC4BALDPF7744,NA,16756,3.875,3.875,7.25,TTAB,NA,BALDWIN PF7744,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,18.415,2,40.8X68.85,44,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,CTNG2BALDPF7930,NA,16762,4.5625,4.5625,7.25,TTAB,NA,BALDWIN PF7930,BLACKPMS 186 RED AQUEOUS COATING,11.58875,11.58875,18.415,2,NA,52,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNB2BALD,NA,16771,3.4375,3.4375,6.3125,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,8.73125,8.73125,16.03375,2,36.54x57.87,39.5,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNC4BALDPF7986,NA,16777,3.875,3.875,7.25,TTAB,NA,BALDWIN PF7986,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,18.415,2,40.8X68.85,44,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNG1BALD,NA,16778,4.5625,4.5625,5.25,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,11.58875,11.58875,13.335,2,47.96X60.35,51,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,CTNB1BALDPF7777,NA,016782,3.4375,3.4375,4.375,TTAB,NA,BALDWN PF7777,BLACKPMS 186 RED AQUEOUS COATING,8.73125,8.73125,11.1125,2,36.5X49.9,39.5,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNG1-1/2BALD,NA,016786,4.5625,4.5625,5.9375,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,11.58875,11.58875,15.08125,2,47.96x63.84,51,66.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNA3BALD,NA,016787,3.0625,3.0625,9.0625,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,7.77875,7.77875,23.01875,2,32.72x69.39,36,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,CTNG3BALDP20-HD,NA,016798,4.5625,4.5625,9.25,TTAB,NA,BALDWIN P20-HD,BLACKPMS 186 RED AQUEOUS COATING,11.58875,11.58875,23.495,2,47.89X82.72,52,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,CTNC4BALDPF7748,NA,016805,3.875,3.875,7.25,TTAB,NA,BALDWIN PF7748,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,18.415,2,40.8X68.85,44,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNC1/2BALDPF7735,NA,016806,3.875,3.875,4.3125,TTAB,NA,BALDWIN PF7735,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,10.95375,2,NA,44,56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNJ1BALDNOPG,NA,016812,2.5,2.5,2,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,6.35,6.35,5.08,4,29.56x54.02,32.5,56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNF1BALDP7233,NA,016813,5.125,5.125,7.125,TTFFAB,NA,BALDWIN P7233,BLACKPMS 186 RED AQUEOUS COATING,13.0175,13.0175,18.0975,1,45.64x53.65,48.5,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,CTNA1-1/2BALDPF10,NA,016824,3.0625,3.0625,5.1875,TTAB,NA,BALDWIN PF10,BLACKPMS 186 RED AQUEOUS COATING,7.77875,7.77875,13.17625,2,NA,35.5,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNC1/2BALD,NA,016830,3.875,3.875,4.3125,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,10.95375,2,40.98x50.82,44,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNC3-1/2BALD,NA,016831,3.875,3.875,6.25,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,15.875,2,40.98x60.68,44,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNC3BALD,NA,016837,3.875,3.875,5.8125,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,14.76375,2,40.98x58.46,44,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNG3BALD,NA,016846,4.5625,4.5625,9.25,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,11.58875,11.58875,23.495,2,47.9x80.67,51,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNP1-1/2-4BBALD,NA,016851,4.25,1.5,4.25,MSTE,NA,BALDWIN,BLACKPMS 186 RED AQUEOUS COATING,10.795,3.81,10.795,2,31.71X41,35,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNB1-1/2BALD,NA,016860,3.4375,3.4375,5.125,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,8.73125,8.73125,13.0175,2,36.54x51.80,39.5,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTNA2BALD,NA,016869,3.0625,3.0625,6.75,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,7.77875,7.77875,17.145,2,32.72x57.60,36,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,CTNG2BALDPF7928,NA,016870,4.5625,4.5625,7.25,TTAB,NA,BALDWIN PF7928,BLACKPMS 186 RED AQUEOUS COATING,11.58875,11.58875,18.415,2,NA,52,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,N=CTN79IBALD,NA,016879,4.25,4.25,10.4375,TTQB,NA,BALDWIN ,BLACKPMS 186 RED AQUEOUS COATING,10.795,10.795,26.51125,1,45.9X44.79,49,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,CTNC5BALDPT707-HD,NA,016885,3.875,3.875,9.5,TTAB,NA,BALDWIN PT707-HD,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,24.13,2,NA,44,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPLE,CTNC4BALDPF7680,NA,016893,3.875,3.875,7.25,TTAB,NA,BALDWIN PF7680,BLACKPMS 186 RED AQUEOUS COATING,9.8425,9.8425,18.415,2,40.8X68.85,44,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
